peak_in_padding,pointing_hit,peak_dist_px,pointing_hit_tol,energy_concentration,chance_rate,concentration_ratio,pixel_ap,pixel_auroc,iou@0.05,dice@0.05,iou@0.10,dice@0.10,iou@0.15,dice@0.15,iou@0.20,dice@0.20,iou@0.25,dice@0.25,iou@0.30,dice@0.30,iou@0.35,dice@0.35,iou@0.40,dice@0.40,iou@0.45,dice@0.45,iou@0.50,dice@0.50,iou@0.55,dice@0.55,iou@0.60,dice@0.60,iou@0.65,dice@0.65,iou@0.70,dice@0.70,iou@0.75,dice@0.75,iou@0.80,dice@0.80,iou@0.85,dice@0.85,iou@0.90,dice@0.90,iou@0.95,dice@0.95,row_idx,prob_malignant,label
False,False,267.20029940102984,False,0.09739230869825691,0.02784276832460733,3.4979391259805857,0.14528591150124476,0.9199377382107693,0.06470347803769855,0.12154271940005357,0.07682757530953375,0.1426924366929398,0.09305154949216027,0.17026013006503252,0.12254512535333567,0.2183344305464121,0.14938449866620984,0.2599382518897051,0.15473086949854317,0.26799468791500664,0.1468994581577363,0.25616797900262467,0.13440514469453377,0.23696145124716553,0.1152771569065713,0.20672378375670122,0.08917930660888407,0.16375505129002177,0.057525673940949935,0.10879295956300736,0.021321961620469083,0.04175365344467641,0.001666993528142773,0.0033284385707293197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4452974200248718,1
False,False,158.0,False,0.014360458276744856,0.026399101307189542,0.5439752705836968,0.023954603903434627,0.5171427676827867,0.020964611294580847,0.04106824284143946,0.01940181422431414,0.03806509651756392,0.01709033462587965,0.033606325896639366,0.014077277252364361,0.027763716963477673,0.008629845990440786,0.017112017901803344,0.0021628088905250565,0.004316282486913399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4756775200366974,1
False,False,36.05551275463989,False,0.0061769447234902,0.0007264760147601476,8.502613435255082,0.02112493779929707,0.9843000803569483,0.0017608832366710922,0.0035155759545765267,0.0028217588963787427,0.0056276379552915425,0.0051315467948195815,0.010210696920583469,0.00796510525317656,0.015804327375352777,0.010447761194029851,0.0206794682422452,0.013590766907561213,0.026817069277428968,0.018292682926829267,0.03592814371257485,0.020930232558139535,0.04100227790432802,0.023760135772204413,0.0464173881009394,0.027131782945736434,0.052830188679245285,0.03119584055459272,0.06050420168067227,0.03263670197537933,0.06321042417521486,0.026184951939012265,0.05103359173126615,0.015497869043006587,0.030522701259061428,0.004149377593360996,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5677915811538696,0
False,False,94.87360012142472,False,0.0,0.0004515105078809107,0.0,0.0004515105078809107,0.2112677662948007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1310313194990158,0
False,False,159.89058759038946,False,0.0,0.011255837711617046,0.0,0.011255837711617046,0.20811269580619568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.1310313194990158,0
False,False,330.18328243568,False,0.0,0.00048491379310344827,0.0,0.00048491379310344827,0.13408980647943508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6218063831329346,0
False,False,177.50492950901392,False,0.011511338719998526,0.008463541666666666,1.3601089441475183,0.015609686355614528,0.7443725877890878,0.018308571873055384,0.035958789661131856,0.022716338339509784,0.04442353659156792,0.02281178982163763,0.044606036122473026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6218063831329346,0
False,False,174.64249196572982,False,0.0,0.005104347511574074,0.0,0.005104347511574074,0.21730703687714437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.10691965371370316,0
False,False,224.8777445635739,False,0.001953932718362726,0.00892920197740113,0.2188250107129309,0.008127735372770445,0.5115399271956234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.15192334353923798,0
False,False,251.11352014576994,False,0.0,0.0007766812865497076,0.0,0.0007766812865497076,0.2669242375748708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.012859031558036804,0
