peak_in_padding,pointing_hit,peak_dist_px,pointing_hit_tol,energy_concentration,chance_rate,concentration_ratio,pixel_ap,pixel_auroc,iou@0.05,dice@0.05,iou@0.10,dice@0.10,iou@0.15,dice@0.15,iou@0.20,dice@0.20,iou@0.25,dice@0.25,iou@0.30,dice@0.30,iou@0.35,dice@0.35,iou@0.40,dice@0.40,iou@0.45,dice@0.45,iou@0.50,dice@0.50,iou@0.55,dice@0.55,iou@0.60,dice@0.60,iou@0.65,dice@0.65,iou@0.70,dice@0.70,iou@0.75,dice@0.75,iou@0.80,dice@0.80,iou@0.85,dice@0.85,iou@0.90,dice@0.90,iou@0.95,dice@0.95,row_idx,prob_malignant,label
False,False,287.5708608325955,False,0.005947763150976692,0.02784276832460733,0.2136196760909037,0.021944687840150037,0.43041368659699397,0.006548353421277403,0.013011502922873844,0.0049203373945641985,0.0097924924224761,0.002467665078284547,0.004923181393769629,0.00024139040875442548,0.00048266430697449926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.39727529883384705,1
False,False,47.0,False,0.008111554301635265,0.026399101307189542,0.30726630453235015,0.022632684150048685,0.4866765866242864,0.00791876148291627,0.015713094716613207,0.00741807130146162,0.014726897427754843,0.005823996841222053,0.011580548603955052,0.004550588994674843,0.009059949881128317,0.0030026423252462165,0.005987306909352174,0.0012661433274246644,0.0025290844714213456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.555537760257721,1
False,False,306.52895458667524,False,0.00019052651539030414,0.0007264760147601476,0.26226126054995513,0.0006394092907633002,0.4404982167424901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6215037703514099,0
False,False,95.38343671728336,False,0.0,0.0004515105078809107,0.0,0.0004515105078809107,0.22331348527365225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.062228087335824966,0
False,False,200.92784774639875,False,8.654927416963266e-05,0.011255837711617046,0.0076892787891127785,0.010320993963844652,0.25004884940941724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.062228087335824966,0
False,False,262.8554735971842,False,0.0,0.00048491379310344827,0.0,0.00048491379310344827,0.1937451709701184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.16116389632225037,0
False,False,232.13789005675054,False,0.006830942076097239,0.008463541666666666,0.8071020791450277,0.01218850837565908,0.6703797420917317,0.020518828451882846,0.04021254263972711,0.014453731983068104,0.028495596255166313,0.00086875483738489,0.0017360015150558678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.16116389632225037,0
False,False,287.0992859621911,False,0.004267993017237066,0.005104347511574074,0.8361485983388514,0.005114613419045224,0.5393701860387226,0.0059674753668168,0.01186415170061202,0.006224646803748776,0.012372280531034962,0.0038796608200720177,0.007729334444135888,0.0015897219608733738,0.0031743975123088883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.25168466567993164,0
False,False,23.769728648009426,False,0.019549883676378256,0.00892920197740113,2.189432350825634,0.01906304135852547,0.6748614000230024,0.018802555754800745,0.036911088706232165,0.02231506011819849,0.04365593541313665,0.027079800626894815,0.05273163898339003,0.03039244614930658,0.05899198167239404,0.028603268945022287,0.055615745756590826,0.02388963660834455,0.0466644758462044,0.015354070152217075,0.030243775257463173,0.00785824345146379,0.015593945879834887,0.002168021680216802,0.004326663061114116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.19240029156208038,0
False,False,323.154761685481,False,0.0007086126709791495,0.0007766812865497076,0.9123596554348015,0.0019099842700876575,0.8132852393849498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.31145209074020386,0
